code,industry,industry_detail
SZ300170,IT服务,IT服务
SZ301173,汽车零部件,车身附件及饰件
SH688573,电池,锂电专用设备
SH603901,专用设备,印刷包装机械
SZ300653,医疗器械,医疗耗材
SZ000878,工业金属,铜
SZ300310,通信服务,通信工程及服务
SH600446,IT服务,IT服务
SZ300916,消费电子,消费电子零部件及组装
SH688528,通用设备,仪器仪表
SH688004,IT服务,IT服务
SH688671,环保设备,环保设备
SH603348,汽车零部件,其他汽车零部件
SH600848,房地产,产业地产
SH688114,医疗器械,医疗设备
SH603800,专用设备,其他专用设备
SZ300873,物流,物流
SZ002029,服装家纺,服装
SZ300119,养殖业,动物保健
SZ300844,建筑装饰,工程咨询服务
SZ301129,通用设备,仪器仪表
SZ300412,专用设备,其他专用设备
SH688318,软件开发,垂直应用软件
SH603658,医疗器械,体外诊断
SZ000661,生物制品,其他生物制品
SZ300314,医疗器械,医疗设备
SZ300861,通用设备,磨具磨料
SH688458,半导体,模拟芯片设计
SH688085,医疗器械,医疗耗材
SZ000528,工程机械,工程机械
SZ300092,专用设备,能源及重型设备
SZ301065,化学制药,原料药
SZ301118,化学原料,其他化学原料
SZ301512,自动化设备,其他自动化设备
SH688027,通信设备,通信终端及配件
SZ300828,通用设备,金属制品
SH603799,能源金属,钴
SZ000411,医药商业,医药流通
SH688277,医疗器械,医疗设备
SZ000503,软件开发,垂直应用软件
SH603717,养殖业,生猪养殖
SH603885,机场航运,航空运输
SZ300545,光学光电子,面板
SZ300214,化学制品,其他化学制品
SH603929,建筑装饰,专业工程
SZ301282,元件,印制电路板
SH603335,汽车零部件,轮胎轮毂
SH600486,农化制品,农药
SH603082,通用设备,其他通用设备
SZ002797,证券,证券
SH688093,其他电子,其他电子
SH688281,军工装备,航空装备
SZ301270,软件开发,横向通用软件
SZ300602,消费电子,消费电子零部件及组装
SH600657,房地产,住宅开发
SH688088,IT服务,IT服务
SZ003021,电机,电机
SZ300415,专用设备,其他专用设备
SH688396,半导体,集成电路制造
SZ300293,专用设备,其他专用设备
SH688531,专用设备,其他专用设备
SZ300645,计算机设备,其他计算机设备
SZ000807,工业金属,铝
SZ002090,电网设备,电气自控设备
SZ002206,化学纤维,涤纶
SH688680,光伏设备,光伏辅材
SZ300487,塑料制品,合成树脂
SH688456,金属新材料,其他金属新材料
SH688061,半导体,模拟芯片设计
SZ300915,饮料制造,乳品
SZ002449,光学光电子,LED
SZ300812,消费电子,消费电子零部件及组装
SZ300955,美容护理,化妆品
SH605218,光学光电子,面板
SZ002885,其他电子,其他电子
SZ300721,化学制品,其他化学制品
SH600415,零售,商业物业经营
SH603169,专用设备,能源及重型设备
SH601108,证券,证券
SZ301192,汽车零部件,底盘与发动机系统
SZ300973,食品加工制造,休闲食品
SH600589,IT服务,IT服务
SZ000952,化学制药,原料药
SH688078,软件开发,垂直应用软件
SH603322,IT服务,IT服务
SZ000776,证券,证券
SZ000513,化学制药,化学制剂
SZ301419,通信设备,通信网络设备及器件
SZ002632,塑料制品,膜材料
SZ300787,消费电子,消费电子零部件及组装
SZ002156,半导体,集成电路封测
SH603108,医药商业,医药流通
SH603088,通用设备,机床工具
SZ002549,环境治理,大气治理
SZ300531,计算机设备,其他计算机设备
SZ000678,汽车零部件,底盘与发动机系统
SZ300859,旅游及酒店,自然景点
SZ301073,旅游及酒店,酒店
SZ002287,中药,中药
SZ301187,小家电,小家电
SH688798,半导体,模拟芯片设计
SZ300319,元件,被动元件
SZ300331,光学光电子,光学元件
SZ301122,医疗器械,医疗耗材
SH688584,半导体,半导体材料
SZ002638,光学光电子,LED
SZ301510,自动化设备,工控设备
SZ300500,建筑装饰,工程咨询服务
SZ300598,软件开发,垂直应用软件
SH603926,汽车零部件,底盘与发动机系统
SH603390,汽车零部件,汽车电子电气系统
SH600278,贸易,贸易
SH688589,半导体,数字芯片设计
SZ300607,自动化设备,机器人
SZ301662,电池,锂电专用设备
SH600469,汽车零部件,轮胎轮毂
SZ002394,纺织制造,棉纺
SZ002723,光学光电子,LED
SH600684,房地产,房地产服务
SH600380,化学制药,化学制剂
SH603630,美容护理,化妆品
SZ301238,电池,电池化学品
SH600301,小金属,其他小金属
SZ301166,生物制品,其他生物制品
SZ300656,其他电子,其他电子
SH688409,半导体,半导体设备
SH688301,医疗器械,医疗设备
SH600826,其他社会服务,专业服务
SH603237,食品加工制造,预加工食品
SZ300633,医疗器械,医疗设备
SH603135,专用设备,能源及重型设备
SZ300800,环保设备,环保设备
SH688002,军工电子,军工电子
SH688286,半导体,模拟芯片设计
SZ301042,计算机设备,安防设备
SZ301318,计算机设备,安防设备
SH688686,自动化设备,其他自动化设备
SH600960,汽车零部件,底盘与发动机系统
SH688391,半导体,模拟芯片设计
SZ002634,服装家纺,服装
SH600667,建筑装饰,工程咨询服务
SH600126,钢铁,普钢
SH603235,化学制药,原料药
SH688216,半导体,集成电路封测
SZ002631,家居用品,瓷砖地板
SZ002009,专用设备,其他专用设备
SZ000725,光学光电子,面板
SZ300727,化学制品,有机硅
SZ301228,其他社会服务,专业服务
SH688596,专用设备,其他专用设备
SZ300643,汽车零部件,其他汽车零部件
SH600346,石油加工贸易,石油加工
SZ002134,元件,印制电路板
SH600236,电力,水电
SZ300816,汽车零部件,其他汽车零部件
SH603613,互联网电商,互联网电商
SZ300698,通信设备,通信网络设备及器件
SH603629,消费电子,消费电子零部件及组装
SZ301479,光学光电子,光学元件
SZ002796,通信设备,通信网络设备及器件
SH600259,小金属,稀土
SZ301062,包装印刷,包装
SZ300078,IT服务,IT服务
SH600751,港口航运,航运
SH688152,软件开发,横向通用软件
SZ002979,自动化设备,机器人
SH688082,半导体,半导体设备
SH603871,物流,物流
SZ300352,软件开发,横向通用软件
SH688433,通用设备,其他通用设备
SZ300493,其他电子,其他电子
SH688101,环境治理,水务及水治理
SH600715,影视院线,影视院线
SH603317,食品加工制造,调味发酵品
SH688665,通用设备,仪器仪表
SZ000931,化学制药,化学制剂
SH688162,专用设备,其他专用设备
SH688507,软件开发,垂直应用软件
SH688261,半导体,分立器件
SZ301106,光学光电子,面板
SZ000035,环境治理,固废治理
SZ002511,美容护理,个护用品
SH600363,消费电子,消费电子零部件及组装
SZ301148,环境治理,水务及水治理
SZ001259,小家电,小家电
SH688609,黑色家电,其他黑色家电
SH688209,半导体,模拟芯片设计
SZ300815,环境治理,固废治理
SZ300713,其他电源设备,其他电源设备
SZ300209,互联网电商,互联网电商
SH688298,医疗器械,体外诊断
SH605499,饮料制造,软饮料
SZ002843,通用设备,金属制品
SZ001210,电力,热力
SH688558,通用设备,机床工具
SZ002393,化学制药,化学制剂
SZ301103,医疗服务,医院
SZ300743,计算机设备,其他计算机设备
SZ002050,白色家电,家电零部件
SZ301211,化学制药,原料药
SZ002185,半导体,集成电路封测
SZ301098,建筑装饰,装饰园林
SZ301077,化学制品,其他化学制品
SZ301269,软件开发,垂直应用软件
SZ300554,通用设备,磨具磨料
SZ301567,消费电子,消费电子零部件及组装
SH688625,化学制品,其他化学制品
SH688526,养殖业,动物保健
SH688795,半导体,数字芯片设计
SZ300228,通用设备,金属制品
SH600059,饮料制造,其他酒类
SZ300595,医疗器械,医疗耗材
SZ300183,通信设备,其他通信设备
SZ300820,其他电源设备,其他电源设备
SZ002810,化学制品,其他化学制品
SZ300840,服装家纺,服装
SZ002676,白色家电,家电零部件
SZ300295,文化传媒,数字媒体
SZ002101,汽车零部件,其他汽车零部件
SZ300002,游戏,游戏
SZ002571,家居用品,其他家居用品
SH603005,半导体,集成电路封测
SH601318,保险,保险
SZ300552,计算机设备,其他计算机设备
SZ000826,环境治理,综合环境治理
SH603269,通用设备,其他通用设备
SZ002212,软件开发,横向通用软件
SH688783,半导体,半导体材料
SH600713,医药商业,医药流通
SZ002365,化学制药,原料药
SH688329,自动化设备,其他自动化设备
SZ300465,软件开发,垂直应用软件
SZ002349,中药,中药
SH603315,环境治理,大气治理
SH688432,半导体,半导体材料
SZ301356,家居用品,瓷砖地板
SH605358,半导体,半导体材料
SZ300476,元件,印制电路板
SZ300756,专用设备,其他专用设备
SZ002320,港口航运,航运
SZ301371,美容护理,化妆品
SH600682,综合,综合
SZ300947,零售,商业物业经营
SH601069,贵金属,贵金属
SH688737,汽车零部件,其他汽车零部件
SH603216,家居用品,定制家居
SZ002918,家居用品,瓷砖地板
SH603303,光学光电子,LED
SH688181,光学光电子,面板
SZ300541,IT服务,IT服务
SH605288,自动化设备,工控设备
SH688123,半导体,数字芯片设计
SZ000657,小金属,钨
SZ000766,化学制药,化学制剂
SZ301013,专用设备,其他专用设备
SH603325,专用设备,能源及重型设备
SH603639,农化制品,农药
SH688981,半导体,集成电路制造
SZ300539,塑料制品,其他塑料制品
SH601568,化学原料,氯碱
SH688271,医疗器械,医疗设备
SZ300966,化学制药,原料药
SH603987,医疗器械,医疗耗材
SZ301303,通用设备,仪器仪表
SH605077,化学制品,食品及饲料添加剂
SZ002158,通用设备,制冷空调设备
SZ300033,软件开发,垂直应用软件
SZ301408,医药商业,药店
SZ002174,游戏,游戏
SH600392,小金属,稀土
SH600789,化学制药,化学制剂
SH688262,半导体,数字芯片设计
SZ300184,其他电子,其他电子
SZ301315,软件开发,横向通用软件
SZ301535,汽车零部件,其他汽车零部件
SZ300729,家居用品,其他家居用品
SZ301290,医疗器械,医疗耗材
SZ300623,半导体,分立器件
SZ300226,软件开发,垂直应用软件
SH605020,化学制品,氟化工
SZ300655,电子化学品,电子化学品
SH603567,中药,中药
SZ001206,美容护理,个护用品
SZ300322,消费电子,消费电子零部件及组装
SZ000590,中药,中药
SH688252,半导体,数字芯片设计
SH688379,通用设备,金属制品
SZ000887,汽车零部件,其他汽车零部件
SH688575,医疗器械,体外诊断
SH601231,消费电子,消费电子零部件及组装
SH688787,IT服务,IT服务
SZ001212,建筑材料,其他建材
SZ300007,通用设备,仪器仪表
SZ301252,通用设备,制冷空调设备
SH688280,汽车零部件,底盘与发动机系统
SH601156,物流,物流
SH688332,半导体,数字芯片设计
SZ300081,通信服务,通信应用增值服务
SZ300996,软件开发,垂直应用软件
SH688302,化学制药,化学制剂
SH600866,化学制品,食品及饲料添加剂
SZ300619,电池,锂电专用设备
SH605277,消费电子,消费电子零部件及组装
SZ300942,医疗器械,体外诊断
SZ300239,生物制品,其他生物制品
SH600166,汽车整车,商用载货车
SH688207,IT服务,IT服务
SZ000922,电机,电机
SZ300968,消费电子,消费电子零部件及组装
SZ002038,化学制药,化学制剂
SZ301029,自动化设备,其他自动化设备
SZ300133,影视院线,影视院线
SH688655,元件,印制电路板
SH603233,医药商业,药店
SH600201,养殖业,动物保健
SZ002705,小家电,小家电
SH600576,旅游及酒店,自然景点
SH688269,化学制品,其他化学制品
SZ002983,光学光电子,LED
SZ000626,贸易,贸易
SZ301071,非金属材料,非金属材料
SH688563,军工装备,航空装备
SZ002534,其他电源设备,其他电源设备
SZ002922,其他电子,其他电子
SH603226,家居用品,瓷砖地板
SH603988,电机,电机
SZ300128,电池,锂电专用设备
SH688033,光伏设备,光伏辅材
SZ001222,家居用品,文娱用品
SZ301045,光学光电子,面板
SZ002566,中药,中药
SZ300349,通用设备,仪器仪表
SH603191,电网设备,输变电设备
SH688012,半导体,半导体设备
SZ002861,消费电子,消费电子零部件及组装
SZ000838,房地产,住宅开发
SZ002324,塑料制品,改性塑料
SZ301101,家居用品,文娱用品
SH600103,造纸,造纸
SH600499,家居用品,瓷砖地板
SH600600,饮料制造,啤酒
SZ002441,电网设备,输变电设备
SH600963,造纸,造纸
SH600223,美容护理,化妆品
SZ300703,家居用品,文娱用品
SH605100,通用设备,金属制品
SH603307,服装家纺,鞋帽及其他
SH601965,汽车服务及其他,汽车服务
SH605259,专用设备,其他专用设备
SZ300766,软件开发,横向通用软件
SZ300585,汽车零部件,底盘与发动机系统
SH600959,文化传媒,电视广播
SZ300409,电池,电池化学品
SH600312,电网设备,输变电设备
SZ002475,消费电子,消费电子零部件及组装
SH603877,服装家纺,服装
SH603081,专用设备,其他专用设备
SZ301020,汽车零部件,底盘与发动机系统
SZ002552,元件,印制电路板
SZ002392,建筑材料,耐火材料
SZ301019,塑料制品,其他塑料制品
SZ300603,通信服务,通信工程及服务
SZ003028,白色家电,家电零部件
SZ002440,化学制品,纺织化学用品
SH603163,建筑装饰,专业工程
SH688246,软件开发,垂直应用软件
SH603090,通用设备,其他通用设备
SZ000825,钢铁,特钢
SZ000550,汽车整车,商用载货车
SZ002962,光学光电子,光学元件
SZ300692,环境治理,水务及水治理
SZ300625,光学光电子,LED
SZ002880,生物制品,血液制品
SH688484,半导体,模拟芯片设计
SH600366,金属新材料,磁性材料
SZ301413,通用设备,仪器仪表
SZ300315,游戏,游戏
SH688147,半导体,半导体设备
SH600195,养殖业,动物保健
SZ300688,教育,教育
SZ000681,文化传媒,数字媒体
SZ300878,中药,中药
SZ301361,电网设备,输变电设备
SH601218,风电设备,风电零部件
SZ300433,消费电子,消费电子零部件及组装
SZ000153,化学制药,化学制剂
SZ300258,汽车零部件,底盘与发动机系统
SH688129,化学制品,涂料油墨
SH603868,小家电,小家电
SZ002129,光伏设备,硅料硅片
SH603019,计算机设备,其他计算机设备
SZ300956,消费电子,消费电子零部件及组装
SZ000813,化学制药,化学制剂
SH688112,通用设备,仪器仪表
SZ300618,能源金属,钴
SZ002649,IT服务,IT服务
SH603291,环境治理,水务及水治理
SZ300245,IT服务,IT服务
SH605222,电网设备,线缆部件及其他
SH688591,半导体,数字芯片设计
SZ301285,消费电子,消费电子零部件及组装
SH603486,小家电,小家电
SH688226,电网设备,线缆部件及其他
SZ301319,电子化学品,电子化学品
SZ002546,电网设备,电气自控设备
SZ300549,专用设备,其他专用设备
SZ301037,化学制品,涂料油墨
SZ002126,汽车零部件,底盘与发动机系统
SH688352,半导体,集成电路封测
SZ000301,石油加工贸易,石油加工
SH605167,建筑装饰,专业工程
SZ301313,文化传媒,数字媒体
SZ002346,电网设备,输变电设备
SH603515,光学光电子,LED
SZ000987,多元金融,多元金融
SZ002099,化学制药,原料药
SH600539,互联网电商,互联网电商
SZ300557,通用设备,仪器仪表
SZ002668,白色家电,冰洗
SH601688,证券,证券
SH600596,农化制品,农药
SZ002334,自动化设备,工控设备
SH603208,家居用品,定制家居
SZ000403,生物制品,血液制品
SZ301322,汽车服务及其他,其他运输设备
SZ300793,消费电子,消费电子零部件及组装
SZ300735,消费电子,消费电子零部件及组装
SH688225,软件开发,横向通用软件
SH603650,橡胶制品,其他橡胶制品
SH603533,文化传媒,数字媒体
SH688201,软件开发,横向通用软件
SZ301314,通信设备,通信网络设备及器件
SZ300437,化学制品,其他化学制品
SH603728,电机,电机
SZ002468,物流,物流
SH603185,光伏设备,硅料硅片
SZ002144,纺织制造,其他纺织
SZ301329,消费电子,消费电子零部件及组装
SH688128,专用设备,其他专用设备
SH688290,自动化设备,机器人
SZ301126,医药商业,医药流通
SZ002106,光学光电子,面板
SZ301566,元件,被动元件
SZ301163,风电设备,风电零部件
SZ000034,IT服务,IT服务
SZ301208,IT服务,IT服务
SZ300687,IT服务,IT服务
SZ300051,光伏设备,光伏电池组件
SZ300790,计算机设备,安防设备
SH603006,汽车零部件,其他汽车零部件
SZ300285,电子化学品,电子化学品
SH688289,医疗器械,体外诊断
SH600841,汽车零部件,底盘与发动机系统
SH600483,电力,电能综合服务
SZ001368,家居用品,文娱用品
SH603997,汽车零部件,车身附件及饰件
SH603882,医疗服务,其他医疗服务
SH688231,军工装备,航空装备
SH603968,化学制品,食品及饲料添加剂
SZ300371,通用设备,仪器仪表
SH688416,半导体,数字芯片设计
SH600872,食品加工制造,调味发酵品
SH688022,专用设备,其他专用设备
SH600509,电力,火电
SZ002033,旅游及酒店,自然景点
SZ300224,金属新材料,磁性材料
SH605128,汽车零部件,车身附件及饰件
SZ002456,光学光电子,光学元件
SZ300872,IT服务,IT服务
SH603257,建筑装饰,工程咨询服务
SZ300459,游戏,游戏
SZ002545,农化制品,钾肥
SZ300346,电子化学品,电子化学品
SZ300582,光学光电子,LED
SZ301167,建筑装饰,工程咨询服务
SZ002767,通用设备,仪器仪表
SH603048,汽车零部件,车身附件及饰件
SZ002823,电机,电机
SZ300995,塑料制品,改性塑料
SH600662,其他社会服务,专业服务
SH600547,贵金属,贵金属
SZ002007,生物制品,血液制品
SZ300278,自动化设备,工控设备
SZ301177,服装家纺,饰品
SZ000737,工业金属,铜
SH603062,化学制品,涂料油墨
SH600037,文化传媒,电视广播
SZ300402,通用设备,金属制品
SZ300161,通用设备,机床工具
SZ002919,游戏,游戏
SZ002728,中药,中药
SZ002177,零售,商业物业经营
SZ300980,塑料制品,其他塑料制品
SH688168,软件开发,横向通用软件
SZ300019,化学制品,有机硅
SZ300784,消费电子,消费电子零部件及组装
SH603980,化学制品,纺织化学用品
SZ300299,游戏,游戏
SH688355,通用设备,金属制品
SZ300001,电网设备,输变电设备
SZ002469,化学原料,其他化学原料
SH688047,半导体,数字芯片设计
SZ301538,塑料制品,改性塑料
SZ300776,光伏设备,光伏加工设备
SZ300691,计算机设备,安防设备
SH605300,饮料制造,乳品
SH603725,家居用品,瓷砖地板
SH601117,建筑装饰,专业工程
SZ300921,通信服务,通信应用增值服务
SZ301359,其他电子,其他电子
SH603798,石油加工贸易,石油加工
SH603087,生物制品,其他生物制品
SZ002258,农化制品,农药
SH605286,专用设备,楼宇设备
SH605028,电力,热力
SH603878,钢铁,普钢
SH600230,化学制品,聚氨酯
SZ300768,软件开发,横向通用软件
SZ300488,通用设备,金属制品
SH603766,汽车服务及其他,其他运输设备
SZ301548,通用设备,金属制品
SZ300951,消费电子,消费电子零部件及组装
SZ300774,环境治理,水务及水治理
SZ300160,白色家电,家电零部件
SH688230,半导体,分立器件
SH688489,计算机设备,安防设备
SZ300993,家居用品,其他家居用品
SZ300022,零售,专业连锁
SH600160,化学制品,氟化工
SZ000949,化学纤维,氨纶
SZ002390,中药,中药
SZ003035,电力,电能综合服务
SZ002973,环境治理,固废治理
SH603948,化学制品,其他化学制品
SH603136,旅游及酒店,自然景点
SZ300622,零售,专业连锁
SH603177,环境治理,大气治理
SZ300470,通用设备,其他通用设备
SZ301667,汽车零部件,底盘与发动机系统
SZ300482,医疗器械,体外诊断
SZ300707,汽车零部件,其他汽车零部件
SZ301239,医疗服务,医院
SH603855,专用设备,其他专用设备
SZ301139,通信服务,通信工程及服务
SZ300632,光学光电子,LED
SZ300940,光学光电子,LED
SH603511,服装家纺,服装
SZ301349,电池,电池化学品
SZ002930,物流,物流
SH688092,专用设备,其他专用设备
SZ002225,建筑材料,耐火材料
SH603700,通用设备,仪器仪表
SZ300339,IT服务,IT服务
SZ300908,食品加工制造,调味发酵品
SH688381,半导体,模拟芯片设计
SH601519,软件开发,垂直应用软件
SH603344,电机,电机
SZ300869,医疗器械,医疗设备
SH603810,农化制品,农药
SH603013,汽车零部件,底盘与发动机系统
SH688232,软件开发,垂直应用软件
SZ000521,白色家电,冰洗
SZ002518,其他电源设备,其他电源设备
SH605588,光学光电子,面板
SH603156,饮料制造,软饮料
SZ300185,风电设备,风电零部件
SZ000839,通信服务,通信应用增值服务
SH603703,光学光电子,面板
SH688698,自动化设备,工控设备
SZ300773,多元金融,多元金融
SH603161,汽车零部件,底盘与发动机系统
SH600733,汽车整车,乘用车
SZ300291,影视院线,影视院线
SZ002293,服装家纺,家纺
SZ301138,专用设备,印刷包装机械
SH603099,旅游及酒店,自然景点
SZ000650,中药,中药
SH688750,小金属,其他小金属
SZ003012,家居用品,瓷砖地板
SZ000919,化学制药,化学制剂
SZ301063,专用设备,能源及重型设备
SH600708,房地产,住宅开发
SZ301355,包装印刷,包装
SH688676,电网设备,输变电设备
SZ002338,军工电子,军工电子
SH600650,公路铁路运输,公交
SZ301381,互联网电商,互联网电商
SZ301036,化学制品,涂料油墨
SH688681,电网设备,电气自控设备
SH603273,工程机械,工程机械
SZ002139,消费电子,消费电子零部件及组装
SZ002559,通用设备,机床工具
SZ300328,小金属,其他小金属
SH600999,证券,证券
SZ300229,软件开发,垂直应用软件
SH688126,半导体,半导体材料
SZ001369,化学纤维,其他纤维
SZ300979,纺织制造,其他纺织
SZ301491,消费电子,消费电子零部件及组装
SZ301088,服装家纺,服装
SZ002688,养殖业,动物保健
SH603861,电网设备,输变电设备
SH603931,电子化学品,电子化学品
SZ002988,工业金属,铝
SH603119,汽车零部件,其他汽车零部件
SZ301503,计算机设备,其他计算机设备
SZ300235,软件开发,垂直应用软件
SZ301591,塑料制品,其他塑料制品
SZ002049,半导体,数字芯片设计
SH600489,贵金属,贵金属
SH688545,电子化学品,电子化学品
SH603365,服装家纺,家纺
SZ000525,农化制品,农药
SZ300827,光伏设备,逆变器
SZ301295,电网设备,输变电设备
SZ300118,光伏设备,光伏电池组件
SZ300192,教育,教育
SH688253,医疗器械,体外诊断
SH688559,自动化设备,激光设备
SH600976,中药,中药
SZ001266,自动化设备,工控设备
SH600531,工业金属,铅锌
SZ301107,通用设备,其他通用设备
SH603976,医疗器械,医疗耗材
SH603596,汽车零部件,底盘与发动机系统
SH601026,塑料制品,合成树脂
SZ002255,其他电源设备,其他电源设备
SH600739,生物制品,疫苗
SZ301261,通用设备,金属制品
SH603015,自动化设备,工控设备
SZ002698,自动化设备,机器人
SH688697,通用设备,机床工具
SH603722,化学制品,其他化学制品
SH688501,环保设备,环保设备
SZ002026,通用设备,金属制品
SZ300889,光学光电子,LED
SZ002366,其他电源设备,其他电源设备
SH600893,军工装备,航空装备
SH603004,化学制品,其他化学制品
SZ300088,光学光电子,面板
SZ301589,计算机设备,其他计算机设备
SZ300514,电网设备,电气自控设备
SZ002658,环保设备,环保设备
SZ300670,电网设备,输变电设备
SZ301386,电网设备,输变电设备
SH600725,贸易,贸易
SH601007,旅游及酒店,酒店
SZ002379,工业金属,铝
SZ300215,其他社会服务,专业服务
SH603331,通用设备,其他通用设备
SZ300253,软件开发,垂直应用软件
SZ300210,专用设备,其他专用设备
SZ002404,服装家纺,服装
SH603100,通用设备,仪器仪表
SZ300576,电子化学品,电子化学品
SZ000400,电网设备,电气自控设备
SH603227,化学制品,民爆用品
SZ002428,小金属,其他小金属
SZ300976,消费电子,消费电子零部件及组装
SZ301536,半导体,数字芯片设计
SH603730,汽车零部件,车身附件及饰件
SZ301370,医药商业,医药流通
SH603262,食品加工制造,其他食品
SH600775,通信设备,通信终端及配件
SZ300511,种植业与林业,其他种植业
SH688657,软件开发,垂直应用软件
SH688157,化学制品,涂料油墨
SZ301059,美容护理,个护用品
SZ002748,化学原料,氯碱
SH600339,油气开采及服务,油服工程
SZ002746,养殖业,肉鸡养殖
SH603519,白色家电,家电零部件
SH600797,IT服务,IT服务
SZ301010,建筑材料,其他建材
SH600961,工业金属,铅锌
SZ300203,通用设备,仪器仪表
SZ300193,通用设备,其他通用设备
SZ002437,化学制药,化学制剂
SZ300288,IT服务,IT服务
SH605018,汽车零部件,其他汽车零部件
SZ301038,建筑装饰,工程咨询服务
SZ300669,专用设备,楼宇设备
SZ300100,汽车零部件,车身附件及饰件
SH688049,半导体,数字芯片设计
SZ002396,通信设备,通信网络设备及器件
SZ301390,建筑装饰,工程咨询服务
SZ300107,化学制品,纺织化学用品
SH688038,软件开发,垂直应用软件
SH688239,军工装备,航空装备
SZ301507,化学制药,化学制剂
SH603416,自动化设备,机器人
SZ300614,环境治理,固废治理
SZ300259,通用设备,仪器仪表
SZ002626,食品加工制造,其他食品
SH601012,光伏设备,光伏电池组件
SH688602,化学制品,其他化学制品
SH600371,种植业与林业,种子生产
SZ301469,造纸,造纸
SZ300948,环境治理,综合环境治理
SH603916,化学制品,其他化学制品
SZ300520,软件开发,垂直应用软件
SZ301595,家居用品,其他家居用品
SH603833,家居用品,定制家居
SZ000623,中药,中药
SH600664,化学制药,化学制剂
SZ300660,电机,电机
SZ300665,化学制品,涂料油墨
SH601369,专用设备,能源及重型设备
SZ002242,小家电,小家电
SZ000682,电网设备,电气自控设备
SH601226,建筑装饰,专业工程
SH688398,化学制品,其他化学制品
SZ002426,消费电子,消费电子零部件及组装
SH600108,种植业与林业,其他种植业
SZ002299,养殖业,肉鸡养殖
SZ300130,计算机设备,其他计算机设备
SH603073,纺织制造,其他纺织
SZ300862,环保设备,环保设备
SZ002387,光学光电子,面板
SH600616,饮料制造,其他酒类
SZ300286,电网设备,电气自控设备
SZ300537,电子化学品,电子化学品
SZ300163,家居用品,其他家居用品
SZ002326,化学制品,氟化工
SZ002899,家居用品,文娱用品
SH600889,通用设备,其他通用设备
SH600119,物流,物流
SZ300222,电网设备,电气自控设备
SZ000516,医疗服务,医院
SZ301120,电网设备,输变电设备
SZ002241,消费电子,消费电子零部件及组装
SZ002311,农产品加工,水产饲料
SZ300525,软件开发,垂直应用软件
SZ301602,医疗器械,医疗设备
SZ300856,美容护理,化妆品
SZ301380,通信服务,通信应用增值服务
SH603025,自动化设备,工控设备
SZ001319,汽车零部件,车身附件及饰件
SH688616,电网设备,电气自控设备
SZ301006,通用设备,仪器仪表
SZ301487,电池,电池化学品
SZ301267,医疗服务,医院
SZ002783,化学制品,民爆用品
SZ002036,光学光电子,光学元件
SZ002078,造纸,造纸
SH600030,证券,证券
SZ001231,农化制品,农药
SZ300399,IT服务,IT服务
SZ002044,医疗服务,医院
SZ002198,中药,中药
SH688653,半导体,模拟芯片设计
SH603132,工业金属,铅锌
SZ002912,计算机设备,其他计算机设备
SZ300822,消费电子,消费电子零部件及组装
SZ002438,通用设备,金属制品
SH688560,光伏设备,光伏辅材
SZ300475,其他电子,其他电子
SZ301119,汽车零部件,底盘与发动机系统
SZ300428,汽车零部件,轮胎轮毂
SZ300364,文化传媒,数字媒体
SZ301296,包装印刷,包装
SH603959,电池,锂电专用设备
SH603205,医疗器械,医疗耗材
SZ000520,港口航运,航运
SH603300,多元金融,多元金融
SZ301141,金属新材料,磁性材料
SZ301325,电池,锂电专用设备
SZ002472,汽车零部件,底盘与发动机系统
SH605266,医药商业,药店
SH603887,通信服务,通信应用增值服务
SZ300657,元件,印制电路板
SH603566,养殖业,动物保健
SH600552,光学光电子,面板
SZ002975,自动化设备,工控设备
SH603806,光伏设备,光伏辅材
SH603032,电池,锂电专用设备
SZ000790,中药,中药
SZ301068,环境治理,固废治理
SZ002180,计算机设备,其他计算机设备
SZ002079,光伏设备,光伏辅材
SZ300752,光学光电子,LED
SH600668,建筑材料,水泥
SH605399,化学制品,有机硅
SZ002948,银行,城商行
SH600422,中药,中药
SZ301127,环境治理,水务及水治理
SZ300896,美容护理,医疗美容
SH603283,自动化设备,工控设备
SZ300579,软件开发,横向通用软件
SZ300353,通信设备,其他通信设备
SZ001335,化学制品,涂料油墨
SZ000727,光学光电子,面板
SH603123,多元金融,多元金融
SZ300726,军工电子,军工电子
SZ300786,环保设备,环保设备
SZ002791,建筑材料,其他建材
SZ300522,化学制品,涂料油墨
SH600690,白色家电,冰洗
SH688729,半导体,半导体设备
SZ003015,光学光电子,光学元件
SZ300360,电网设备,电气自控设备
SH603057,食品加工制造,休闲食品
SZ002162,家居用品,瓷砖地板
SZ300333,计算机设备,其他计算机设备
SZ300550,软件开发,垂直应用软件
SZ300377,软件开发,垂直应用软件
SZ300771,计算机设备,其他计算机设备
SZ301212,化学制品,其他化学制品
SH600637,文化传媒,电视广播
SH600584,半导体,集成电路封测
SZ301091,建筑装饰,工程咨询服务
SZ001220,物流,物流
SZ002096,化学制品,民爆用品
SZ300888,美容护理,个护用品
SH603488,专用设备,楼宇设备
SZ002836,包装印刷,包装
SZ301185,软件开发,垂直应用软件
SZ301632,其他社会服务,专业服务
SH603097,电网设备,输变电设备
SZ300937,医药商业,医药流通
SZ002483,专用设备,能源及重型设备
SH603153,建筑装饰,工程咨询服务
SZ001322,家居用品,其他家居用品
SH688217,医疗器械,体外诊断
