code,industry,industry_detail
SZ300938,其他社会服务,专业服务
SH603655,汽车零部件,其他汽车零部件
SH603116,服装家纺,鞋帽及其他
SH600548,公路铁路运输,高速公路
SZ002856,建筑装饰,装饰园林
SZ002461,饮料制造,啤酒
SZ003003,包装印刷,包装
SZ003030,农产品加工,其他农产品加工
SZ001201,养殖业,生猪养殖
SH601933,零售,百货零售
SZ300664,环境治理,水务及水治理
SZ300958,环境治理,综合环境治理
SH605122,建筑材料,水泥
SZ000651,白色家电,空调
SZ002354,文化传媒,广告营销
SZ001387,白色家电,冰洗
SZ003017,化学原料,无机盐
SZ002691,专用设备,能源及重型设备
SZ000920,塑料制品,膜材料
SZ002913,元件,印制电路板
SZ002312,农化制品,磷肥及磷化工
SZ301516,其他电源设备,其他电源设备
SH688348,光伏设备,逆变器
SZ300135,石油加工贸易,石油加工
SZ002110,钢铁,普钢
SH688087,塑料制品,其他塑料制品
SZ000680,工程机械,工程机械
SZ001299,燃气,燃气
SZ002852,农产品加工,粮油加工
SH601686,钢铁,普钢
SZ300426,影视院线,影视院线
SZ002228,包装印刷,包装
SH603893,半导体,数字芯片设计
SZ300045,军工电子,军工电子
SH600612,服装家纺,饰品
SH600929,化学原料,无机盐
SH600638,房地产,住宅开发
SH603516,计算机设备,其他计算机设备
SZ000428,旅游及酒店,酒店
SZ300823,专用设备,其他专用设备
SZ002567,农产品加工,畜禽饲料
SH600556,文化传媒,广告营销
SZ000537,电力,新能源发电
SZ300982,建筑装饰,基础建设
SH603686,环境治理,固废治理
SZ300808,光学光电子,LED
SH600765,军工装备,航空装备
SZ300628,通信设备,通信终端及配件
SZ301377,通用设备,金属制品
SH603506,房地产,房地产服务
SH688485,环境治理,综合环境治理
SH600231,钢铁,普钢
SZ000900,公路铁路运输,高速公路
SH600970,建筑装饰,专业工程
SH688169,小家电,小家电
SH605016,化学制品,食品及饲料添加剂
SH600648,房地产,产业地产
SH603276,化学原料,其他化学原料
SH601166,银行,股份制银行
SH603779,饮料制造,其他酒类
SH600906,证券,证券
SZ002114,工业金属,铅锌
SH600271,IT服务,IT服务
SZ300405,化学制品,其他化学制品
SZ300270,计算机设备,安防设备
SH605179,饮料制造,乳品
SH601566,服装家纺,服装
SZ000688,小金属,钼
SZ301030,环保设备,环保设备
SZ000159,光伏设备,光伏辅材
SZ301081,环保设备,环保设备
SZ002933,军工装备,航空装备
SZ300021,种植业与林业,农业综合
SH600689,综合,综合
SH605009,美容护理,个护用品
SZ002043,建筑材料,其他建材
SZ002813,汽车零部件,汽车电子电气系统
SZ002367,专用设备,楼宇设备
SZ002315,互联网电商,互联网电商
SH601010,零售,百货零售
SH603385,家居用品,其他家居用品
SZ000930,农产品加工,其他农产品加工
SZ002120,物流,物流
SH603001,服装家纺,鞋帽及其他
SH601798,专用设备,能源及重型设备
SH605138,服装家纺,服装
SZ003005,IT服务,IT服务
SH601825,银行,农商行
SZ301209,化学制品,涂料油墨
SH603202,汽车零部件,汽车电子电气系统
SH603636,IT服务,IT服务
SZ300866,消费电子,品牌消费电子
SH688592,通信设备,通信终端及配件
SH603183,其他社会服务,专业服务
SZ003027,环境治理,大气治理
SZ001301,电池,电池化学品
SZ300785,文化传媒,数字媒体
SH603391,专用设备,能源及重型设备
SZ301198,包装印刷,包装
SH603767,汽车零部件,底盘与发动机系统
SH600027,电力,火电
SZ300523,IT服务,IT服务
SZ000898,钢铁,普钢
SZ002155,贵金属,贵金属
SZ001217,化学原料,其他化学原料
SH601577,银行,城商行
SZ300053,半导体,数字芯片设计
SZ000401,建筑材料,水泥
SH600795,电力,火电
SH605088,汽车零部件,底盘与发动机系统
SZ002244,房地产,住宅开发
SH603188,化学制品,纺织化学用品
SZ000785,零售,商业物业经营
SH600397,专用设备,能源及重型设备
SZ000565,化学制品,涂料油墨
SZ300699,军工装备,航空装备
SH600480,汽车零部件,其他汽车零部件
SZ300696,军工装备,航空装备
SH601678,化学原料,氯碱
SZ300943,通用设备,金属制品
SZ000877,建筑材料,水泥
SZ300501,包装印刷,包装
SH603866,食品加工制造,休闲食品
SH601816,公路铁路运输,铁路运输
SH601800,建筑装饰,基础建设
SZ301168,光伏设备,光伏电池组件
SZ301600,计算机设备,其他计算机设备
SH605005,汽车零部件,汽车电子电气系统
SZ000402,房地产,住宅开发
SZ002738,小金属,其他小金属
SH605166,化学纤维,其他纤维
SH603333,电网设备,线缆部件及其他
SZ000860,白酒,白酒
SH603400,通用设备,其他通用设备
SH600439,服装家纺,饰品
SH600602,软件开发,垂直应用软件
SZ002985,军工装备,航空装备
SH603856,建筑材料,管材
SZ002941,建筑装饰,基础建设
SH600998,医药商业,医药流通
SH600630,服装家纺,服装
SH600117,钢铁,特钢
SZ003013,建筑装饰,工程咨询服务
SZ002495,食品加工制造,调味发酵品
SH600390,多元金融,多元金融
SH603395,农化制品,复合肥
SH600232,纺织制造,其他纺织
SZ002521,造纸,造纸
SZ000876,农产品加工,畜禽饲料
SZ300745,汽车零部件,汽车电子电气系统
SH600199,白酒,白酒
SH600405,其他电源设备,其他电源设备
SH600282,钢铁,普钢
SZ002622,医疗服务,医院
SZ002264,文化传媒,广告营销
SH605599,服装家纺,饰品
SH600081,汽车零部件,车身附件及饰件
SH603898,家居用品,定制家居
SZ002190,汽车零部件,其他汽车零部件
SZ000620,房地产,住宅开发
SH601728,通信服务,电信运营商
SH601865,光伏设备,光伏辅材
SH600935,化学原料,氯碱
SH600871,油气开采及服务,油服工程
SH600078,农化制品,磷肥及磷化工
SZ002574,服装家纺,饰品
SH600516,钢铁,冶钢原料
SZ000501,零售,百货零售
SZ301275,其他电子,其他电子
SH600685,军工装备,航海装备
SH601898,煤炭开采加工,煤炭开采
SZ002959,小家电,小家电
SH603107,汽车零部件,底盘与发动机系统
SZ003038,工业金属,铝
SZ002721,服装家纺,饰品
SH603290,半导体,分立器件
SH688081,军工电子,军工电子
SZ000715,零售,百货零售
SZ000498,建筑装饰,基础建设
SZ002486,服装家纺,服装
SH600435,军工装备,地面兵装
SZ301273,通用设备,其他通用设备
SZ301003,塑料制品,改性塑料
SH603309,医疗器械,医疗耗材
SH601618,建筑装饰,专业工程
SZ002164,通用设备,金属制品
SH600096,农化制品,磷肥及磷化工
SZ300332,燃气,燃气
SZ002958,银行,农商行
SH688719,其他电源设备,其他电源设备
SZ003019,光学光电子,面板
SZ300010,教育,教育
SZ002233,建筑材料,水泥
SH603568,环境治理,固废治理
SZ002274,化学原料,煤化工
SH603578,白色家电,家电零部件
SZ002360,化学制品,民爆用品
SH600006,汽车整车,商用载货车
SZ002383,军工电子,军工电子
SZ002989,建筑装饰,装饰园林
SH600861,其他社会服务,专业服务
SZ301112,自动化设备,机器人
SH603917,汽车零部件,其他汽车零部件
SZ000990,化学原料,煤化工
SH600293,建筑材料,玻璃玻纤
SZ000816,通用设备,其他通用设备
SZ002368,IT服务,IT服务
SZ000625,汽车整车,乘用车
SZ000598,环境治理,水务及水治理
SZ002587,光学光电子,LED
SH688378,电子化学品,电子化学品
SZ300905,化学纤维,其他纤维
SH600768,电网设备,输变电设备
SH600995,电力,电能综合服务
SZ002085,汽车零部件,轮胎轮毂
SH603808,服装家纺,服装
SZ002870,汽车零部件,汽车电子电气系统
SH600325,房地产,住宅开发
SH600128,贸易,贸易
SZ300034,军工装备,航空装备
SH601990,证券,证券
SH603508,计算机设备,安防设备
SH688718,塑料制品,膜材料
SH688387,通信设备,通信网络设备及器件
SZ300085,软件开发,垂直应用软件
SZ002613,建筑材料,玻璃玻纤
SZ002573,环境治理,水务及水治理
SZ002596,建筑材料,水泥
SH600217,环境治理,固废治理
SH600750,中药,中药
SZ002397,服装家纺,家纺
SZ000750,证券,证券
SH601236,证券,证券
SH600734,IT服务,IT服务
SH600251,农产品加工,果蔬加工
SZ002189,军工电子,军工电子
SZ002474,IT服务,IT服务
SH603363,农产品加工,畜禽饲料
SH600020,公路铁路运输,高速公路
SZ301522,金属新材料,其他金属新材料
SZ002267,燃气,燃气
SH688667,汽车零部件,汽车电子电气系统
SZ002375,建筑装饰,装饰园林
SZ002921,汽车零部件,其他汽车零部件
SZ002061,建筑装饰,基础建设
SZ301429,建筑材料,其他建材
SZ002385,农产品加工,畜禽饲料
SH600327,零售,百货零售
SH600052,电力,热力
SZ300138,农产品加工,其他农产品加工
SZ002172,医疗服务,医院
SH603939,医药商业,药店
SZ300962,其他社会服务,专业服务
SZ002608,电力,火电
SZ001209,服装家纺,服装
SH603272,家居用品,其他家居用品
SH600361,工业金属,铝
SZ000607,文化传媒,广告营销
SZ301611,半导体,半导体材料
SH600038,军工装备,航空装备
SH600416,电机,电机
SZ001278,汽车零部件,车身附件及饰件
SZ000635,化学原料,氯碱
SZ002972,轨交设备,轨交设备
SZ300458,半导体,数字芯片设计
SH601106,专用设备,能源及重型设备
SH600740,煤炭开采加工,焦炭加工
SZ301339,计算机设备,其他计算机设备
SH603160,半导体,模拟芯片设计
SH688099,半导体,数字芯片设计
SH600642,电力,火电
SZ300927,化学原料,其他化学原料
SZ000637,石油加工贸易,石油加工
SZ002598,通用设备,其他通用设备
SZ000600,电力,火电
SH600283,环境治理,水务及水治理
SZ000558,旅游及酒店,自然景点
SH603366,厨卫电器,厨卫电器
SZ002166,化学制品,食品及饲料添加剂
SZ002330,食品加工制造,肉制品
SH600623,化学原料,煤化工
SZ300425,环境治理,水务及水治理
SH600986,文化传媒,广告营销
SZ001225,专用设备,能源及重型设备
SZ000768,军工装备,航空装备
SZ000998,种植业与林业,种子生产
SZ300005,服装家纺,服装
SH688297,军工装备,航空装备
SH601668,建筑装饰,房屋建设
SH600776,通信设备,其他通信设备
SH600838,零售,百货零售
SZ300251,影视院线,影视院线
SH600168,环境治理,水务及水治理
SZ003000,食品加工制造,休闲食品
SH603656,专用设备,其他专用设备
SH603195,家居用品,其他家居用品
SZ002976,汽车零部件,其他汽车零部件
SZ001376,电力,热力
SZ000789,建筑材料,水泥
SZ300589,军工装备,航海装备
SH600975,养殖业,生猪养殖
SZ002494,服装家纺,服装
SH601390,建筑装饰,基础建设
SZ300587,橡胶制品,其他橡胶制品
SH600917,燃气,燃气
SZ002743,建筑装饰,专业工程
SH601216,化学原料,氯碱
SH600058,贸易,贸易
SH600635,燃气,燃气
SZ002333,建筑材料,其他建材
SH603733,造纸,造纸
SZ301218,IT服务,IT服务
SZ300590,通信设备,通信终端及配件
SH600028,石油加工贸易,石油加工
SZ000419,零售,百货零售
SZ002867,服装家纺,饰品
SH600399,钢铁,特钢
SH600229,文化传媒,出版
SH600697,零售,百货零售
SZ002115,通信服务,通信工程及服务
SZ003043,半导体,半导体设备
SZ000958,电力,新能源发电
SZ002513,农化制品,农药
SZ002869,计算机设备,其他计算机设备
SH600620,综合,综合
SH601766,轨交设备,轨交设备
SH600272,医药商业,医药流通
SH600903,燃气,燃气
SH600072,风电设备,风电整机
SH603616,建筑材料,水泥
SZ300407,电网设备,电气自控设备
SZ300157,通用设备,其他通用设备
SZ300307,专用设备,纺织服装设备
SZ002291,文化传媒,广告营销
SZ300365,软件开发,垂直应用软件
SH603139,中药,中药
SZ301280,白色家电,家电零部件
SH600215,自动化设备,机器人
SZ000601,电力,水电
SH601328,银行,国有大型银行
SH601077,银行,农商行
SH600478,电池,锂电池
SZ000065,建筑装饰,专业工程
SZ002673,证券,证券
SZ300334,塑料制品,膜材料
SH603038,建筑材料,其他建材
SH600744,电力,火电
SZ002352,物流,物流
SH600305,食品加工制造,调味发酵品
SH603823,化学制品,涂料油墨
SH600579,专用设备,其他专用设备
SZ002966,银行,城商行
SH600926,银行,城商行
SH601838,银行,城商行
SZ000009,电池,电池化学品
SZ002543,厨卫电器,厨卫电器
SZ003042,农化制品,农药
SH603130,纺织制造,其他纺织
SZ002003,纺织制造,辅料
SZ000828,公路铁路运输,高速公路
SZ300483,油气开采及服务,油气开采
SZ300446,汽车零部件,车身附件及饰件
SH603312,电网设备,输变电设备
SZ002215,种植业与林业,其他种植业
SH688303,光伏设备,硅料硅片
SH688708,军工装备,航空装备
SZ002403,小家电,小家电
SZ000685,环境治理,水务及水治理
SZ001316,石油加工贸易,油品石化贸易
SZ002716,贵金属,贵金属
SZ002544,通信服务,通信工程及服务
SZ300581,军工装备,航空装备
SZ301287,家居用品,文娱用品
SZ300769,电池,电池化学品
SH600967,军工装备,地面兵装
SH601677,工业金属,铝
SH600941,通信服务,电信运营商
SZ002832,服装家纺,服装
SH688663,电网设备,电气自控设备
SH601633,汽车整车,乘用车
SZ300702,化学制药,原料药
SZ300689,通信设备,通信终端及配件
SZ300712,建筑装饰,基础建设
SH688107,半导体,数字芯片设计
SZ002128,煤炭开采加工,煤炭开采
SZ301310,汽车零部件,汽车电子电气系统
SH688543,军工装备,地面兵装
SZ301584,医药商业,医药流通
SZ300854,环境治理,固废治理
SZ300305,塑料制品,膜材料
SZ300139,贵金属,贵金属
SZ300123,军工电子,军工电子
SZ300008,军工装备,航海装备
SZ003016,服装家纺,服装
SZ002807,银行,农商行
SZ002753,橡胶制品,炭黑
SZ002726,食品加工制造,肉制品
SZ002694,建筑材料,管材
SZ002641,建筑材料,管材
SZ002507,食品加工制造,调味发酵品
SZ002482,建筑装饰,装饰园林
SZ002321,养殖业,其他养殖
SZ002313,通信设备,通信终端及配件
SZ002247,建筑材料,其他建材
SZ002232,IT服务,IT服务
SZ002187,零售,百货零售
SZ002157,养殖业,生猪养殖
SZ002146,房地产,住宅开发
SZ002133,房地产,住宅开发
SZ002124,养殖业,生猪养殖
SZ002031,专用设备,其他专用设备
SZ001979,房地产,商业地产
SZ000926,房地产,住宅开发
SZ000868,汽车整车,商用载客车
SZ000812,包装印刷,包装
SZ000718,房地产,住宅开发
SZ000717,钢铁,普钢
SZ000652,综合,综合
SZ000599,汽车零部件,轮胎轮毂
SZ000548,公路铁路运输,高速公路
SZ000514,房地产,住宅开发
SZ000421,燃气,燃气
SZ000088,港口航运,港口
SZ000042,房地产,住宅开发
SZ000036,房地产,住宅开发
SZ000017,服装家纺,饰品
SZ000008,轨交设备,轨交设备
SH688571,化学制品,涂料油墨
SH605500,造纸,造纸
SH605268,家居用品,定制家居
SH603839,服装家纺,服装
SH603729,文化传媒,广告营销
SH603682,零售,商业物业经营
SH603373,其他社会服务,专业服务
SH603323,银行,农商行
SH603117,物流,物流
SH603109,汽车零部件,其他汽车零部件
SH603077,农化制品,磷肥及磷化工
SH603030,建筑装饰,装饰园林
SH601998,银行,股份制银行
SH601997,银行,城商行
SH601991,电力,火电
SH601988,银行,国有大型银行
SH601949,文化传媒,出版
SH601528,银行,农商行
SH601228,港口航运,港口
SH601199,环境治理,水务及水治理
SH601186,建筑装饰,基础建设
SH601101,煤炭开采加工,煤炭开采
SH600981,贸易,贸易
SH600925,煤炭开采加工,煤炭开采
SH600864,证券,证券
SH600825,文化传媒,出版
SH600805,综合,综合
SH600778,零售,百货零售
SH600748,房地产,住宅开发
SH600717,港口航运,港口
SH600675,房地产,住宅开发
SH600653,汽车服务及其他,汽车服务
SH600622,房地产,住宅开发
SH600606,房地产,住宅开发
SH600592,通用设备,金属制品
SH600511,医药商业,医药流通
SH600461,环境治理,水务及水治理
SH600368,公路铁路运输,高速公路
SH600340,房地产,产业地产
SH600318,多元金融,多元金融
SH600287,贸易,贸易
SH600280,零售,百货零售
SH600255,金属新材料,其他金属新材料
SH600248,建筑装饰,房屋建设
SH600189,饮料制造,软饮料
SH600180,物流,物流
SH600177,服装家纺,服装
SH600172,通用设备,磨具磨料
SH600162,房地产,住宅开发
SH600088,影视院线,影视院线
SH600082,房地产,产业地产
SH600073,食品加工制造,肉制品
SH600067,电网设备,线缆部件及其他
SH600057,物流,物流
SH600051,综合,综合
SH600008,环境治理,综合环境治理
SZ300946,通用设备,金属制品
SZ301040,风电设备,风电零部件
SZ002430,化学制品,其他化学制品
SZ301587,电池,锂电池
SZ300863,汽车零部件,汽车电子电气系统
SZ002853,家居用品,定制家居
SH688070,军工装备,航空装备
SH603131,通用设备,其他通用设备
SZ002466,能源金属,锂
SZ300416,其他社会服务,专业服务
SZ002805,电池,电池化学品
SH600855,军工电子,军工电子
SH601001,煤炭开采加工,煤炭开采
SH601033,环境治理,固废治理
SZ300722,军工装备,航天装备
SH600887,饮料制造,乳品
SZ002749,农化制品,农药
SH600992,通用设备,金属制品
SH600099,汽车服务及其他,其他运输设备
SH603527,工业金属,铜
SZ300532,IT服务,IT服务
SH605567,食品加工制造,肉制品
SZ002820,食品加工制造,休闲食品
SH688333,通用设备,其他通用设备
SH605090,燃气,燃气
SZ300825,汽车服务及其他,汽车服务
SZ300264,IT服务,IT服务
SZ002661,食品加工制造,预加工食品
SZ000962,小金属,其他小金属
SH600818,汽车服务及其他,其他运输设备
SH600192,电网设备,输变电设备
SZ000011,房地产,房地产服务
SZ300056,环保设备,环保设备
SZ002609,IT服务,IT服务
SZ002246,化学制品,民爆用品
SH688772,电池,锂电池
SZ002597,化学制品,食品及饲料添加剂
SZ300083,通用设备,机床工具
SH600493,纺织制造,棉纺
SH688682,军工电子,军工电子
SZ300374,建筑材料,其他建材
SZ002999,农化制品,复合肥
SH600605,零售,商业物业经营
SH688018,半导体,数字芯片设计
SZ000702,农产品加工,畜禽饲料
SH601288,银行,国有大型银行
SH603967,物流,物流
SZ002629,建筑装饰,基础建设
SH600398,服装家纺,服装
SZ000786,建筑材料,其他建材
SZ000713,种植业与林业,种子生产
SH688215,自动化设备,其他自动化设备
SH600760,军工装备,航空装备
SH603938,化学原料,其他化学原料
SZ300468,软件开发,垂直应用软件
SH600202,通用设备,制冷空调设备
SZ000619,建筑材料,其他建材
SZ000571,煤炭开采加工,煤炭开采
SH603565,港口航运,航运
SZ002419,零售,百货零售
SZ000570,通用设备,其他通用设备
SH600395,煤炭开采加工,煤炭开采
SZ000759,零售,百货零售
SH603105,电力,新能源发电
SZ000782,化学纤维,其他纤维
SZ002389,军工装备,航空装备
SZ000810,黑色家电,其他黑色家电
SH688819,电池,其他电池
SH601700,电网设备,线缆部件及其他
SH603922,汽车零部件,其他汽车零部件
SZ000755,公路铁路运输,高速公路
SH688385,半导体,数字芯片设计
SH600266,房地产,住宅开发
SH603867,化学制品,其他化学制品
SZ300071,文化传媒,广告营销
SZ300080,光伏设备,光伏辅材
SH601229,银行,城商行
SZ300568,电池,电池化学品
SH688291,软件开发,垂直应用软件
SH688309,环保设备,环保设备
SZ000561,军工装备,航空装备
SZ000757,汽车服务及其他,汽车服务
SZ000407,燃气,燃气
SZ002768,塑料制品,改性塑料
SH603055,纺织制造,其他纺织
SH688143,通信设备,通信线缆及配套
SZ300389,光学光电子,LED
SZ002150,光伏设备,逆变器
SH601158,环境治理,水务及水治理
SH600153,物流,物流
SZ003001,建筑装饰,专业工程
SH600955,化学原料,其他化学原料
SZ000981,汽车零部件,底盘与发动机系统
SZ002347,通用设备,金属制品
SH603689,燃气,燃气
SZ300427,电网设备,电气自控设备
SH600386,汽车服务及其他,汽车服务
SH600897,机场航运,机场
SZ002850,电池,锂电池
SH600853,建筑装饰,基础建设
SH688539,通用设备,仪器仪表
SH605155,家居用品,其他家居用品
SH603230,文化传媒,出版
SZ002084,家居用品,其他家居用品
SH603698,专用设备,能源及重型设备
SH600597,饮料制造,乳品
SH600319,化学原料,氯碱
SH600016,银行,股份制银行
SZ002372,建筑材料,管材
SH688187,轨交设备,轨交设备
SH688548,电子化学品,电子化学品
SZ300762,军工电子,军工电子
SH603218,风电设备,风电零部件
SH601088,煤炭开采加工,煤炭开采
SH601128,银行,农商行
SZ002591,化学制品,其他化学制品
SZ002282,通用设备,磨具磨料
SZ002041,种植业与林业,种子生产
SZ000829,零售,专业连锁
SH601011,煤炭开采加工,焦炭加工
SH605296,养殖业,生猪养殖
SH603137,建筑装饰,装饰园林
SZ300920,塑料制品,其他塑料制品
SZ002917,化学制品,民爆用品
SZ301180,消费电子,消费电子零部件及组装
SZ002377,石油加工贸易,石油加工
SZ002374,包装印刷,包装
SH601818,银行,股份制银行
SH600101,电力,电能综合服务
SH688375,军工电子,军工电子
SZ000593,燃气,燃气
SZ301043,通用设备,制冷空调设备
SH600939,建筑装饰,房屋建设
SH600017,港口航运,港口
SH601718,服装家纺,服装
SZ001258,电力,新能源发电
SH688367,轨交设备,轨交设备
SH600679,汽车服务及其他,其他运输设备
SZ002470,农化制品,复合肥
SH601916,银行,股份制银行
SH601518,公路铁路运输,高速公路
SH600331,农化制品,磷肥及磷化工
SH603956,专用设备,其他专用设备
SZ002799,包装印刷,包装
SZ000543,电力,火电
SH603176,建筑装饰,基础建设
SH601169,银行,城商行
SH603790,化学制品,纺织化学用品
SZ002553,汽车零部件,底盘与发动机系统
SZ002732,饮料制造,乳品
SH603809,汽车零部件,底盘与发动机系统
SZ000848,饮料制造,软饮料
SZ002259,燃气,燃气
SZ000429,公路铁路运输,高速公路
SH688119,建筑材料,耐火材料
SH603618,电网设备,线缆部件及其他
SZ000978,旅游及酒店,自然景点
SH601658,银行,国有大型银行
SZ002059,旅游及酒店,人工景点
SZ301517,军工电子,军工电子
SZ002314,房地产,住宅开发
SZ001965,公路铁路运输,高速公路
SH688072,半导体,半导体设备
SH600338,工业金属,铅锌
SH601828,零售,商业物业经营
SH600738,零售,商业物业经营
SZ000883,电力,电能综合服务
SH600098,电力,火电
SZ000557,公路铁路运输,铁路运输
SH603880,医疗器械,医疗耗材
SZ001211,家居用品,其他家居用品
SH601009,银行,城商行
SZ002811,建筑装饰,工程咨询服务
SZ001227,银行,城商行
SZ002719,食品加工制造,休闲食品
SH600561,公路铁路运输,公交
SH603489,电机,电机
SZ001337,贵金属,贵金属
SZ002105,汽车服务及其他,其他运输设备
SZ002866,消费电子,消费电子零部件及组装
SH605389,工程机械,工程机械
SZ000875,电力,电能综合服务
SH605507,化学制药,原料药
SH600239,零售,商业物业经营
SH688562,软件开发,垂直应用软件
SH601016,电力,新能源发电
SH600350,公路铁路运输,高速公路
SH603678,军工电子,军工电子
SZ000897,房地产,住宅开发
SH603022,包装印刷,包装
SZ300432,汽车零部件,底盘与发动机系统
SZ300062,电网设备,输变电设备
SH601869,通信设备,通信线缆及配套
SZ301528,通用设备,仪器仪表
SH601212,工业金属,铜
SH600729,零售,百货零售
SZ300190,环境治理,综合环境治理
SH600025,电力,水电
SH603215,小家电,小家电
SZ002662,汽车零部件,车身附件及饰件
SZ002060,建筑装饰,基础建设
SH600831,文化传媒,电视广播
SZ300390,电池,电池化学品
SH605298,轨交设备,轨交设备
SZ000937,煤炭开采加工,煤炭开采
SZ301680,汽车零部件,其他汽车零部件
SZ002316,通信服务,通信工程及服务
SH601918,煤炭开采加工,煤炭开采
SZ002069,养殖业,水产养殖
SZ002163,建筑装饰,装饰园林
SZ002936,银行,城商行
SH688611,电网设备,电气自控设备
SZ002454,汽车零部件,汽车电子电气系统
SZ002709,电池,电池化学品
SH600537,光伏设备,光伏电池组件
SZ300172,环境治理,水务及水治理
SZ301299,文化传媒,数字媒体
SH601326,港口航运,港口
SH600928,银行,城商行
SZ000738,军工装备,航空装备
SH601992,建筑材料,水泥
SH600281,小金属,其他小金属
SH601006,公路铁路运输,铁路运输
SH601588,其他社会服务,专业服务
SZ001283,电池,锂电池
SZ300217,光伏设备,光伏加工设备
SZ301658,光伏设备,逆变器
SH600152,电池,锂电池
SZ000605,环境治理,水务及水治理
SZ300772,风电设备,风电整机
SH600854,房地产,住宅开发
SZ002700,燃气,燃气
SH600900,电力,水电
SH601330,环境治理,固废治理
SZ000417,零售,百货零售
SH600538,医疗器械,体外诊断
SH603299,化学原料,无机盐
SZ001256,专用设备,印刷包装机械
SZ002001,化学制药,原料药
SZ000690,电力,火电
SH688036,消费电子,品牌消费电子
SH600755,物流,物流
SZ002651,军工装备,航空装备
SH600930,电力,新能源发电
SH600269,公路铁路运输,高速公路
SZ300875,军工装备,地面兵装
SZ003009,军工装备,航天装备
SH600298,食品加工制造,调味发酵品
SZ300234,建筑材料,其他建材
SH603359,环境治理,综合环境治理
SZ301279,工程机械,工程机械
SZ002285,房地产,房地产服务
SH688568,IT服务,IT服务
SH600996,文化传媒,电视广播
SZ300864,环境治理,综合环境治理
SZ000539,电力,火电
SH600858,零售,百货零售
SZ300063,文化传媒,广告营销
SZ300929,环境治理,水务及水治理
SZ000899,电力,火电
SH600908,银行,农商行
SZ300775,军工装备,航空装备
SZ002039,电力,水电
SH600956,电力,新能源发电
SH600470,农化制品,磷肥及磷化工
SH601615,风电设备,风电整机
SZ002151,军工电子,军工电子
SH603033,橡胶制品,其他橡胶制品
SZ002883,建筑装饰,工程咨询服务
SZ002127,互联网电商,互联网电商
SZ002775,建筑装饰,装饰园林
SZ000027,电力,火电
SH688109,软件开发,垂直应用软件
SZ002329,饮料制造,乳品
SH601018,港口航运,港口
SZ002210,环境治理,固废治理
SZ300057,工业金属,铝
SZ002035,厨卫电器,厨卫电器
SZ000983,煤炭开采加工,煤炭开采
SZ002878,文化传媒,广告营销
SH603277,通用设备,制冷空调设备
SZ002935,军工电子,军工电子
SH600313,种植业与林业,种子生产
SZ002132,通用设备,金属制品
SZ002497,化学制品,民爆用品
SH600337,家居用品,成品家居
SH600863,电力,火电
SH600527,化学纤维,其他纤维
SH601398,银行,国有大型银行
SZ002780,服装家纺,服装
SZ300629,军工电子,军工电子
SZ002171,工业金属,铜
SZ300165,通用设备,仪器仪表
SZ002480,电力,新能源发电
SZ002465,军工电子,军工电子
SZ002961,多元金融,多元金融
SZ002786,专用设备,其他专用设备
SH600382,钢铁,冶钢原料
SH600868,电力,水电
SZ002687,服装家纺,服装
SH600706,旅游及酒店,人工景点
SH688248,电力,电能综合服务
SZ002535,专用设备,能源及重型设备
SH601225,煤炭开采加工,煤炭开采
SH688418,通信设备,其他通信设备
SZ002911,燃气,燃气
SH603026,电池,电池化学品
SZ002205,建筑材料,水泥
SH600379,电网设备,输变电设备
SZ002490,专用设备,能源及重型设备
SZ000890,环保设备,环保设备
SZ002514,通用设备,金属制品
SZ002250,农化制品,农药
SZ300065,军工装备,航海装备
SZ300201,工程机械,工程机械
SZ002217,光学光电子,面板
SH688411,其他电源设备,其他电源设备
SH603356,专用设备,楼宇设备
SZ000422,农化制品,磷肥及磷化工
SH600769,环境治理,水务及水治理
SH600403,煤炭开采加工,煤炭开采
SZ002652,建筑材料,其他建材
SH600562,军工电子,军工电子
SZ300212,IT服务,IT服务
SZ301183,光学光电子,光学元件
SZ001203,钢铁,冶钢原料
SH603128,物流,物流
SH601188,公路铁路运输,高速公路
SH600665,房地产,住宅开发
SH688710,医疗服务,医疗研发外包
SH600167,电力,热力
SH600968,油气开采及服务,油服工程
SZ000679,零售,百货零售
SZ000719,文化传媒,出版
SH600681,燃气,燃气
SH600691,农化制品,氮肥
SZ300516,其他电子,其他电子
SH688608,半导体,数字芯片设计
SH600137,服装家纺,服装
SH600919,银行,城商行
SZ300530,电池,锂电池
SH600828,零售,百货零售
SH688622,通用设备,仪器仪表
SH600674,电力,水电
SH603321,专用设备,楼宇设备
SZ000573,房地产,住宅开发
SH603585,农化制品,农药
SH601333,公路铁路运输,铁路运输
SH600644,电力,电能综合服务
SH601699,煤炭开采加工,煤炭开采
SH601969,钢铁,冶钢原料
SZ000554,石油加工贸易,油品石化贸易
SZ002342,通用设备,金属制品
SZ002176,电机,电机
SZ000901,汽车零部件,汽车电子电气系统
SH600018,港口航运,港口
SZ300851,轨交设备,轨交设备
SH601857,石油加工贸易,石油加工
SH688638,电池,锂电专用设备
SZ002910,饮料制造,乳品
SZ301072,汽车零部件,底盘与发动机系统
SZ002642,IT服务,IT服务
SZ002611,专用设备,印刷包装机械
SH600984,工程机械,工程机械
SZ000928,建筑装饰,专业工程
SZ002131,通用设备,其他通用设备
SZ002401,IT服务,IT服务
SZ000517,房地产,住宅开发
